,additionDate,biotoolsCURIE,biotoolsID,collectionID,confidence_flag,description,documentation,function,homepage,lastUpdate,name,owner,publication,toolType,topic,editPermission.type,credit,language,license,accessibility,cost,link,editPermission.authors,operatingSystem,download,version,elixirNode,elixirPlatform,maturity,validated,otherID,relation,elixirCommunity
57,2021-03-19T09:14:51Z,biotools:covidctnet,covidctnet,['COVID-19'],tool,CovidCTNet is an open-source deep learning approach to diagnose covid-19 using small cohort of CT images.,,"[{'operation': [{'term': 'Image analysis', 'uri': 'http://edamontology.org/operation_3443'}]}]",https://github.com/mohofar/covidctnet,2021-05-05T07:38:42Z,CovidCTNet,Kigaard,"[{'doi': '10.1038/S41746-021-00399-3', 'metadata': {'abstract': '© 2021, The Author(s).Coronavirus disease 2019 (Covid-19) is highly contagious with limited treatment options. Early and accurate diagnosis of Covid-19 is crucial in reducing the spread of the disease and its accompanied mortality. Currently, detection by reverse transcriptase-polymerase chain reaction (RT-PCR) is the gold standard of outpatient and inpatient detection of Covid-19. RT-PCR is a rapid method; however, its accuracy in detection is only ~70–75%. Another approved strategy is computed tomography (CT) imaging. CT imaging has a much higher sensitivity of ~80–98%, but similar accuracy of 70%. To enhance the accuracy of CT imaging detection, we developed an open-source framework, CovidCTNet, composed of a set of deep learning algorithms that accurately differentiates Covid-19 from community-acquired pneumonia (CAP) and other lung diseases. CovidCTNet increases the accuracy of CT imaging detection to 95% compared to radiologists (70%). CovidCTNet is designed to work with heterogeneous and small sample sizes independent of the CT imaging hardware. To facilitate the detection of Covid-19 globally and assist radiologists and physicians in the screening process, we are releasing all algorithms and model parameter details as open-source. Open-source sharing of CovidCTNet enables developers to rapidly improve and optimize services while preserving user privacy and data ownership.', 'authors': [{'name': 'Javaheri T.'}, {'name': 'Homayounfar M.'}, {'name': 'Amoozgar Z.'}, {'name': 'Reiazi R.'}, {'name': 'Homayounieh F.'}, {'name': 'Abbas E.'}, {'name': 'Laali A.'}, {'name': 'Radmard A.R.'}, {'name': 'Gharib M.H.'}, {'name': 'Mousavi S.A.J.'}, {'name': 'Ghaemi O.'}, {'name': 'Babaei R.'}, {'name': 'Mobin H.K.'}, {'name': 'Hosseinzadeh M.'}, {'name': 'Jahanban-Esfahlan R.'}, {'name': 'Seidi K.'}, {'name': 'Kalra M.K.'}, {'name': 'Zhang G.'}, {'name': 'Chitkushev L.T.'}, {'name': 'Haibe-Kains B.'}, {'name': 'Malekzadeh R.'}, {'name': 'Rawassizadeh R.'}], 'date': '2021-12-01T00:00:00Z', 'journal': 'npj Digital Medicine', 'title': 'CovidCTNet: an open-source deep learning approach to diagnose covid-19 using small cohort of CT images'}, 'pmcid': 'PMC7893172', 'pmid': '33603193'}]",['Script'],"[{'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}, {'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}]",private,"[{'email': 'rezar@bu.edu', 'name': 'Reza Rawassizadeh', 'orcidid': 'https://orcid.org/0000-0002-2607-1777', 'typeEntity': 'Person'}]",['Python'],,,,,,,,,,,,,,,
58,2021-01-18T10:29:56Z,biotools:covid19-drug-interactions,covid19-drug-interactions,['COVID-19'],tool,"COVID-19 Drug interactions is a comprehensive, up-to-date, evidence-based COVID19 drug-drug interaction resource.",,"[{'operation': [{'term': 'Data retrieval', 'uri': 'http://edamontology.org/operation_2422'}, {'term': 'Database search', 'uri': 'http://edamontology.org/operation_2421'}]}]",http://www.covid19-druginteractions.org,2021-03-03T19:28:42Z,COVID- 19 Drug interactions,Kigaard,"[{'doi': '10.1093/JAC/DKAA340', 'metadata': {'abstract': ""© The Author(s) 2020.As global health services respond to the coronavirus pandemic, many prescribers are turning to experimental drugs. This review aims to assess the risk of drug-drug interactions in the severely ill COVID-19 patient. Experimental therapies were identified by searching ClinicalTrials.gov for 'COVID-19', '2019-nCoV', '2019 novel coronavirus' and 'SARS-CoV-2'. The last search was performed on 30 June 2020. Herbal medicines, blood-derived products and in vitro studies were excluded. We identified comorbidities by searching PubMed for the MeSH terms 'COVID-19', 'Comorbidity' and 'Epidemiological Factors'. Potential drug-drug interactions were evaluated according to known pharmacokinetics, overlapping toxicities and QT risk. Drug-drug interactions were graded GREEN and YELLOW: no clinically significant interaction; AMBER: Caution; RED: Serious risk. A total of 2378 records were retrieved from ClinicalTrials.gov, which yielded 249 drugs that met inclusion criteria. Thirteen primary compounds were screened against 512 comedications. A full database of these interactions is available at www.covid19-druginteractions.org. Experimental therapies for COVID-19 present a risk of drug-drug interactions, with lopinavir/ritonavir (10% RED, 41% AMBER; mainly a perpetrator of pharmacokinetic interactions but also risk of QT prolongation particularly when given with concomitant drugs that can prolong QT), chloroquine and hydroxychloroquine (both 7% RED and 27% AMBER, victims of some interactions due to metabolic profile but also perpetrators of QT prolongation) posing the greatest risk. With management, these risks can be mitigated. We have published a drug-drug interaction resource to facilitate medication review for the critically ill patient."", 'authors': [{'name': 'Hodge C.'}, {'name': 'Marra F.'}, {'name': 'Marzolini C.'}, {'name': 'Boyle A.'}, {'name': 'Gibbons S.'}, {'name': 'Siccardi M.'}, {'name': 'Burger D.'}, {'name': 'Back D.'}, {'name': 'Khoo S.'}], 'citationCount': 12, 'date': '2020-12-01T00:00:00Z', 'journal': 'Journal of Antimicrobial Chemotherapy', 'title': 'Drug interactions: A review of the unseen danger of experimental COVID-19 therapies'}, 'pmcid': 'PMC7454591', 'pmid': '32750131'}]",['Web application'],"[{'term': 'Drug metabolism', 'uri': 'http://edamontology.org/topic_3375'}, {'term': 'Public health and epidemiology', 'uri': 'http://edamontology.org/topic_3305'}, {'term': 'Endocrinology and metabolism', 'uri': 'http://edamontology.org/topic_3407'}, {'term': 'Oncology', 'uri': 'http://edamontology.org/topic_2640'}, {'term': 'Pharmacology', 'uri': 'http://edamontology.org/topic_0202'}]",private,"[{'email': 'khoo@liverpool.ac.uk', 'name': 'Saye Khoo', 'typeEntity': 'Person'}]",,,Open access,Free of charge,,,,,,,,,,,,
59,2021-06-14T12:32:31Z,biotools:covidxraynet,covidxraynet,['COVID-19'],tool,"CovidXrayNet is a tool for optimizing data augmentation and CNN hyperparameters for improved COVID-19 detection from CXR.
CovidXrayNet model improves the detection rate of coronavirus 2019 (COVID-19), form Chest X-Ray (CXR), by means of optimizing the data augmentation pipeline and Convolutional Neural Network (CNN) hyperparameters.",,"[{'operation': [{'term': 'Standardisation and normalisation', 'uri': 'http://edamontology.org/operation_3435'}]}]",https://github.com/MaramMonshi/CovidXrayNet,2021-08-23T18:45:55Z,CovidXrayNet,Kigaard,"[{'doi': '10.1016/J.COMPBIOMED.2021.104375', 'metadata': {'abstract': '© 2021 Elsevier LtdTo mitigate the spread of the current coronavirus disease 2019 (COVID-19) pandemic, it is crucial to have an effective screening of infected patients to be isolated and treated. Chest X-Ray (CXR) radiological imaging coupled with Artificial Intelligence (AI) applications, in particular Convolutional Neural Network (CNN), can speed the COVID-19 diagnostic process. In this paper, we optimize the data augmentation and the CNN hyperparameters for detecting COVID-19 from CXRs in terms of validation accuracy. This optimization increases the accuracy of the popular CNN architectures such as the Visual Geometry Group network (VGG-19) and the Residual Neural Network (ResNet-50), by 11.93% and 4.97%, respectively. We then proposed CovidXrayNet model that is based on EfficientNet-B0 and our optimization results. We evaluated CovidXrayNet on two datasets, including our generated balanced COVIDcxr dataset (960 CXRs) and the benchmark COVIDx dataset (15,496 CXRs). With only 30 epochs of training, CovidXrayNet achieves state-of-the-art accuracy of 95.82% on the COVIDx dataset in the three-class classification task (COVID-19, normal or pneumonia). The CovidXRayNet model, the COVIDcxr dataset, and several optimization experiments are publicly available at https://github.com/MaramMonshi/CovidXrayNet.', 'authors': [{'name': 'Monshi M.M.A.'}, {'name': 'Poon J.'}, {'name': 'Chung V.'}, {'name': 'Monshi F.M.'}], 'citationCount': 3, 'date': '2021-06-01T00:00:00Z', 'journal': 'Computers in Biology and Medicine', 'title': 'CovidXrayNet: Optimizing data augmentation and CNN hyperparameters for improved COVID-19 detection from CXR'}, 'pmcid': 'PMC8048393', 'pmid': '33866253', 'type': ['Primary']}]",['Script'],"[{'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}, {'term': 'Medicine', 'uri': 'http://edamontology.org/topic_3303'}]",private,"[{'email': 'mmon4544@uni.sydney.edu.au', 'name': 'Maram Mahmoud A. Monshi', 'orcidid': 'https://orcid.org/0000-0001-5622-1601', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",['Python'],Apache-2.0,,,"[{'type': ['Issue tracker'], 'url': 'https://github.com/MaramMonshi/CovidXrayNet/issues'}]",,,,,,,,,,,
60,2021-01-18T09:28:47Z,biotools:aidrug2cov,aidrug2cov,['COVID-19'],tool,AIdrug2cov is a network representation learning-based methodology to discover drug mechanism and anti-inflammatory response for patients with COVID-19.,,,https://github.com/pengsl-lab/AIdrug2cov,2021-01-21T15:25:32Z,AIdrug2cov,Kigaard,[{'doi': '10.26434/CHEMRXIV.12531314.V2'}],['Script'],"[{'term': 'Pharmacology', 'uri': 'http://edamontology.org/topic_0202'}, {'term': 'Drug discovery', 'uri': 'http://edamontology.org/topic_3336'}, {'term': 'Preclinical and clinical studies', 'uri': 'http://edamontology.org/topic_3379'}, {'term': 'Drug development', 'uri': 'http://edamontology.org/topic_3373'}, {'term': 'Allergy, clinical immunology and immunotherapeutics', 'uri': 'http://edamontology.org/topic_3400'}]",private,,['Python'],,,,,,,,,,,,1.0,,,
61,2021-01-18T09:16:31Z,biotools:cocomorp,cocomorp,['COVID-19'],tool,CoCoMoRP is a tool for predicting community mortality risk due to CoVID-19 using machine learning and development of a prediction tool.,,"[{'operation': [{'term': 'Regression analysis', 'uri': 'http://edamontology.org/operation_3659'}, {'term': 'Incident curve plotting', 'uri': 'http://edamontology.org/operation_3503'}]}]",https://ashis-das.shinyapps.io/CoCoMoRP/,2021-02-14T16:04:39Z,CoCoMoRP,Kigaard,[{'doi': '10.1101/2020.04.27.20081794'}],['Web application'],"[{'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Biomarkers', 'uri': 'http://edamontology.org/topic_3360'}, {'term': 'Medical informatics', 'uri': 'http://edamontology.org/topic_3063'}]",private,"[{'email': 'adas8@worldbank.org', 'typeEntity': 'Person'}]",['R'],,,,,,,,,,,,,,,
62,2021-09-20T11:04:25.961989Z,biotools:graphcovidnet,graphcovidnet,['COVID-19'],tool,GraphCovidNet is a graph neural network based model for detecting COVID-19 from CT scans and X-rays of chest.,,"[{'operation': [{'term': 'Network analysis', 'uri': 'http://edamontology.org/operation_3927'}, {'term': 'Standardisation and normalisation', 'uri': 'http://edamontology.org/operation_3435'}]}]",https://github.com/debadyuti23/GraphCovidNet,2021-09-20T11:07:30.304218Z,GraphCovidNet,Kigaard,"[{'doi': '10.1038/S41598-021-87523-1', 'pmcid': 'PMC8050058', 'pmid': '33859222', 'type': ['Primary']}]",['Script'],"[{'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}]",private,"[{'email': 'ahmadian.hosseini@gmail.com', 'name': 'Ali Ahmadian', 'orcidid': 'https://orcid.org/0000-0002-0106-7050', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",['Python'],,,,"[{'type': ['Issue tracker'], 'url': 'https://github.com/debadyuti23/GraphCovidNet/issues'}]",,,,,,,,,,,
63,2021-09-27T06:54:05.602393Z,biotools:hyper-testing,hyper-testing,['COVID-19'],tool,"HYPER is a simple, flexible, and efficient pooled testing strategy for group testing via hypergraph factorization applied to COVID-19.",,"[{'operation': [{'term': 'Splitting', 'uri': 'http://edamontology.org/operation_3359'}, {'term': 'Genotyping', 'uri': 'http://edamontology.org/operation_3196'}, {'term': 'Statistical calculation', 'uri': 'http://edamontology.org/operation_2238'}]}]",http://hyper.covid19-analysis.org,2021-09-27T06:54:05.605079Z,HYPER,Kigaard,"[{'doi': '10.1101/2021.02.24.21252394', 'type': ['Primary']}]",['Web application'],"[{'term': 'Mathematics', 'uri': 'http://edamontology.org/topic_3315'}, {'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Biology', 'uri': 'http://edamontology.org/topic_3070'}]",private,"[{'email': 'xlin@hsph.harvard.edu', 'name': 'Xihong Lin', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}, {'email': 'bcleary@broadinstitute.org', 'name': 'Brian Cleary', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}, {'email': 'dobriban@wharton.upenn.edu', 'name': 'Edgar Dobriban', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,,,,,,,,,,,,,,,
64,2021-01-18T10:04:39Z,biotools:covxnet,covxnet,['COVID-19'],tool,"CovXNet is a multi-dilation convolutional neural network for automatic COVID-19 and other pneumonia detection from chest X-ray images with transferable multi-receptive feature optimization.

With the recent outbreak of COVID-19, fast diagnostic testing has become one of the major challenges due to the critical shortage of test kit.",,"[{'operation': [{'term': 'Phasing', 'uri': 'http://edamontology.org/operation_3454'}, {'term': 'Standardisation and normalisation', 'uri': 'http://edamontology.org/operation_3435'}, {'term': 'Feature extraction', 'uri': 'http://edamontology.org/operation_3937'}]}]",https://github.com/Perceptron21/CovXNet,2021-02-18T14:10:16Z,CovXNet,Kigaard,"[{'doi': '10.1016/J.COMPBIOMED.2020.103869', 'metadata': {'abstract': '© 2020 Elsevier LtdWith the recent outbreak of COVID-19, fast diagnostic testing has become one of the major challenges due to the critical shortage of test kit. Pneumonia, a major effect of COVID-19, needs to be urgently diagnosed along with its underlying reasons. In this paper, deep learning aided automated COVID-19 and other pneumonia detection schemes are proposed utilizing a small amount of COVID-19 chest X-rays. A deep convolutional neural network (CNN) based architecture, named as CovXNet, is proposed that utilizes depthwise convolution with varying dilation rates for efficiently extracting diversified features from chest X-rays. Since the chest X-ray images corresponding to COVID-19 caused pneumonia and other traditional pneumonias have significant similarities, at first, a large number of chest X-rays corresponding to normal and (viral/bacterial) pneumonia patients are used to train the proposed CovXNet. Learning of this initial training phase is transferred with some additional fine-tuning layers that are further trained with a smaller number of chest X-rays corresponding to COVID-19 and other pneumonia patients. In the proposed method, different forms of CovXNets are designed and trained with X-ray images of various resolutions and for further optimization of their predictions, a stacking algorithm is employed. Finally, a gradient-based discriminative localization is integrated to distinguish the abnormal regions of X-ray images referring to different types of pneumonia. Extensive experimentations using two different datasets provide very satisfactory detection performance with accuracy of 97.4% for COVID/Normal, 96.9% for COVID/Viral pneumonia, 94.7% for COVID/Bacterial pneumonia, and 90.2% for multiclass COVID/normal/Viral/Bacterial pneumonias. Hence, the proposed schemes can serve as an efficient tool in the current state of COVID-19 pandemic. All the architectures are made publicly available at: https://github.com/Perceptron21/CovXNet.', 'authors': [{'name': 'Mahmud T.'}, {'name': 'Rahman M.A.'}, {'name': 'Fattah S.A.'}], 'citationCount': 80, 'date': '2020-07-01T00:00:00Z', 'journal': 'Computers in Biology and Medicine', 'title': 'CovXNet: A multi-dilation convolutional neural network for automatic COVID-19 and other pneumonia detection from chest X-ray images with transferable multi-receptive feature optimization'}, 'pmcid': 'PMC7305745', 'pmid': '32658740'}]",['Script'],"[{'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Informatics', 'uri': 'http://edamontology.org/topic_0605'}]",private,"[{'email': 'fattah@eee.buet.ac.bd', 'name': 'Shaikh Anowarul Fattah', 'typeEntity': 'Person'}]",['Python'],Apache-2.0,,,,,,,,,,,,,,
65,2021-01-18T09:44:30Z,biotools:coronet,coronet,['COVID-19'],tool,CoroNet is a Deep Convolutional Neural Network model to automatically detect Covid-19 infection from chest X-ray images. The deep model called CoroNet has been trained and tested on a dataset prepared by collecting Covid-19 and other chest pneumonia X-ray images from two different publically available databases.,,"[{'operation': [{'term': 'Quantification', 'uri': 'http://edamontology.org/operation_3799'}, {'term': 'Standardisation and normalisation', 'uri': 'http://edamontology.org/operation_3435'}]}]",https://github.com/drkhan107/CoroNet,2021-02-17T15:59:57Z,CoroNet,Kigaard,"[{'doi': '10.1016/J.CMPB.2020.105581', 'metadata': {'abstract': '© 2020Background and Objective: The novel Coronavirus also called COVID-19 originated in Wuhan, China in December 2019 and has now spread across the world. It has so far infected around 1.8 million people and claimed approximately 114,698 lives overall. As the number of cases are rapidly increasing, most of the countries are facing shortage of testing kits and resources. The limited quantity of testing kits and increasing number of daily cases encouraged us to come up with a Deep Learning model that can aid radiologists and clinicians in detecting COVID-19 cases using chest X-rays. Methods: In this study, we propose CoroNet, a Deep Convolutional Neural Network model to automatically detect COVID-19 infection from chest X-ray images. The proposed model is based on Xception architecture pre-trained on ImageNet dataset and trained end-to-end on a dataset prepared by collecting COVID-19 and other chest pneumonia X-ray images from two different publically available databases. Results: CoroNet has been trained and tested on the prepared dataset and the experimental results show that our proposed model achieved an overall accuracy of 89.6%, and more importantly the precision and recall rate for COVID-19 cases are 93% and 98.2% for 4-class cases (COVID vs Pneumonia bacterial vs pneumonia viral vs normal). For 3-class classification (COVID vs Pneumonia vs normal), the proposed model produced a classification accuracy of 95%. The preliminary results of this study look promising which can be further improved as more training data becomes available. Conclusion: CoroNet achieved promising results on a small prepared dataset which indicates that given more data, the proposed model can achieve better results with minimum pre-processing of data. Overall, the proposed model substantially advances the current radiology based methodology and during COVID-19 pandemic, it can be very helpful tool for clinical practitioners and radiologists to aid them in diagnosis, quantification and follow-up of COVID-19 cases.', 'authors': [{'name': 'Khan A.I.'}, {'name': 'Shah J.L.'}, {'name': 'Bhat M.M.'}], 'citationCount': 182, 'date': '2020-11-01T00:00:00Z', 'journal': 'Computer Methods and Programs in Biomedicine', 'title': 'CoroNet: A deep neural network for detection and diagnosis of COVID-19 from chest x-ray images'}, 'pmcid': 'PMC7274128', 'pmid': '32534344'}]",['Script'],"[{'term': 'Medical imaging', 'uri': 'http://edamontology.org/topic_3384'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Tomography', 'uri': 'http://edamontology.org/topic_3452'}]",private,"[{'name': 'Asif Iqbal Khan', 'typeEntity': 'Person'}]",['Python'],GPL-3.0,,,,,,,,,,,,,,
66,2021-01-18T11:31:26Z,biotools:ace2-netlas,ace2-netlas,['COVID-19'],tool,In-silico functional characterization and drug-gene interactions of ACE2 gene network to understand its potential involvement in COVID-19 susceptibility.,,"[{'operation': [{'term': 'Variant calling', 'uri': 'http://edamontology.org/operation_3227'}, {'term': 'Variant prioritisation', 'uri': 'http://edamontology.org/operation_3226'}, {'term': 'Genotyping', 'uri': 'http://edamontology.org/operation_3196'}]}]",https://gpwhiz.github.io/ACE2Netlas/,2021-01-19T12:43:53Z,ACE2 Netlas,Kigaard,[{'doi': '10.1101/2020.10.27.20220665'}],['Database portal'],"[{'term': 'Functional, regulatory and non-coding RNA', 'uri': 'http://edamontology.org/topic_0659'}, {'term': 'Dermatology', 'uri': 'http://edamontology.org/topic_3404'}, {'term': 'Immunology', 'uri': 'http://edamontology.org/topic_0804'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}, {'term': 'DNA polymorphism', 'uri': 'http://edamontology.org/topic_2885'}]",private,"[{'email': 'renato.polimanti@yale.edu', 'typeEntity': 'Person'}]",['R'],,,,,,,,,,,,,,,
67,2021-01-18T11:37:26Z,biotools:covidsim,covidsim,['COVID-19'],tool,CovidSim is a web application for a SEIR simulation model for the COVID-19 pandemic and is applied to a hypothetical European country of 10 million population.,,,http://covidsim.eu/,2021-02-18T13:51:51Z,CovidSim,Kigaard,[{'doi': '10.1101/2020.03.20.20039776'}],['Web application'],"[{'term': 'Infectious disease', 'uri': 'http://edamontology.org/topic_3324'}, {'term': 'Public health and epidemiology', 'uri': 'http://edamontology.org/topic_3305'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}]",private,"[{'email': 'markus.schwehm@explosys.de', 'name': 'Markus Schwehm', 'typeEntity': 'Person'}, {'email': 'nick.wilson@otago.ac.nz', 'name': 'Nick Wilson', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,,,,,,,,"['1.0', '1.1', '2.0', '2.1']",,,,,,,
68,2020-03-27T12:06:05Z,biotools:johns_hopkins_coronavirus,johns_hopkins_coronavirus,['COVID-19'],,Online interactive dashboard for the Coronavirus COVID-19 Global Cases by the Center for Systems Science and Engineering (CSSE) at Johns Hopkins University (JHU).,"[{'type': ['General'], 'url': 'https://systems.jhu.edu/research/public-health/ncov/'}]","[{'operation': [{'term': 'Visualisation', 'uri': 'http://edamontology.org/operation_0337'}]}]",https://coronavirus.jhu.edu/map.html,2020-06-16T10:55:28Z,Johns Hopkins Coronavirus Resource Center,hans,"[{'doi': '10.1016/S1473-3099(20)30120-1', 'metadata': {'authors': [{'name': 'Dong E.'}, {'name': 'Du H.'}, {'name': 'Gardner L.'}], 'citationCount': 2723, 'date': '2020-05-01T00:00:00Z', 'journal': 'The Lancet Infectious Diseases', 'title': 'An interactive web-based dashboard to track COVID-19 in real time'}, 'pmid': '32087114', 'type': ['Primary']}]",['Web application'],"[{'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}, {'term': 'Infectious disease', 'uri': 'http://edamontology.org/topic_3324'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}]",private,"[{'name': 'Johns Hopkins University Center for Systems Science and Engineering', 'typeEntity': 'Institute', 'url': 'https://systems.jhu.edu'}, {'name': 'ESRI Living Atlas Team', 'typeEntity': 'Institute', 'url': 'https://livingatlas.arcgis.com'}, {'name': 'Johns Hopkins University Applied Physics Lab', 'typeEntity': 'Institute', 'url': 'https://www.jhuapl.edu'}, {'email': 'jhusystems@gmail.com', 'typeRole': ['Support']}]",,,Open access,,"[{'note': '2019 Novel Coronavirus COVID-19 (2019-nCoV) Data Repository by Johns Hopkins CSSE', 'type': ['Repository'], 'url': 'https://github.com/CSSEGISandData/COVID-19'}, {'note': 'Desktop mirror', 'type': ['Mirror'], 'url': 'https://www.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6'}, {'note': 'Mobile version of dashboard', 'type': ['Mirror'], 'url': 'http://www.arcgis.com/apps/opsdashboard/index.html#/85320e2ea5424dfaaa75ae62e5c06e61'}]",,,,,,,,,,,
69,2020-03-27T12:46:42Z,biotools:coronavirus_update_live,coronavirus_update_live,['COVID-19'],,"Live statistics and coronavirus news tracking the number of confirmed cases, recovered patients, and death toll by country due to the COVID 19 coronavirus.",,"[{'operation': [{'term': 'Visualisation', 'uri': 'http://edamontology.org/operation_0337'}]}]",https://www.worldometers.info/coronavirus,2020-06-16T10:55:28Z,Coronavirus Update (Live),hans,,['Web application'],"[{'term': 'Data visualisation', 'uri': 'http://edamontology.org/topic_0092'}, {'term': 'Infectious disease', 'uri': 'http://edamontology.org/topic_3324'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}]",private,,,,Open access,,,,,,,,,,,,,
70,2021-01-18T08:37:46Z,biotools:d3targets-2019-ncov,d3targets-2019-ncov,['COVID-19'],tool,D3Targets-2019-nCoV is a webserver for predicting drug targets and for multi-target and multi-site based virtual screening against COVID-19.,,"[{'operation': [{'term': 'Virtual screening', 'uri': 'http://edamontology.org/operation_3938'}, {'term': 'Protein-protein docking', 'uri': 'http://edamontology.org/operation_3899'}, {'term': 'Ligand-binding site prediction', 'uri': 'http://edamontology.org/operation_3897'}, {'term': 'Molecular dynamics', 'uri': 'http://edamontology.org/operation_2476'}]}]",https://www.d3pharma.com/D3Targets-2019-nCoV/index.php,2021-02-22T14:28:26Z,D3Targets-2019-nCoV,Kigaard,"[{'doi': '10.1016/J.APSB.2020.04.006', 'metadata': {'abstract': '© 2020 Chinese Pharmaceutical Association and Institute of Materia Medica, Chinese Academy of Medical SciencesA highly effective medicine is urgently required to cure coronavirus disease 2019 (COVID-19). For the purpose, we developed a molecular docking based webserver, namely D3Targets-2019-nCoV, with two functions, one is for predicting drug targets for drugs or active compounds observed from clinic or in vitro/in vivo studies, the other is for identifying lead compounds against potential drug targets via docking. This server has its unique features, (1) the potential target proteins and their different conformations involving in the whole process from virus infection to replication and release were included as many as possible; (2) all the potential ligand-binding sites with volume larger than 200 Å3 on a protein structure were identified for docking; (3) correlation information among some conformations or binding sites was annotated; (4) it is easy to be updated, and is accessible freely to public (https://www.d3pharma.com/D3Targets-2019-nCoV/index.php). Currently, the webserver contains 42 proteins [20 severe acute respiratory syndrome-related coronavirus 2 (SARS-CoV-2) encoded proteins and 22 human proteins involved in virus infection, replication and release] with 69 different conformations/structures and 557 potential ligand-binding pockets in total. With 6 examples, we demonstrated that the webserver should be useful to medicinal chemists, pharmacologists and clinicians for efficiently discovering or developing effective drugs against the SARS-CoV-2 to cure COVID-19.', 'authors': [{'name': 'Shi Y.'}, {'name': 'Zhang X.'}, {'name': 'Mu K.'}, {'name': 'Peng C.'}, {'name': 'Zhu Z.'}, {'name': 'Wang X.'}, {'name': 'Yang Y.'}, {'name': 'Xu Z.'}, {'name': 'Zhu W.'}], 'citationCount': 26, 'date': '2020-07-01T00:00:00Z', 'journal': 'Acta Pharmaceutica Sinica B', 'title': 'D3Targets-2019-nCoV: a webserver for predicting drug targets and for multi-target and multi-site based virtual screening against COVID-19'}, 'pmcid': 'PMC7169934', 'pmid': '32318328'}]",['Web application'],"[{'term': 'Molecular modelling', 'uri': 'http://edamontology.org/topic_2275'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Medicinal chemistry', 'uri': 'http://edamontology.org/topic_0209'}, {'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}]",private,"[{'email': 'zjxu@simm.ac.cn', 'name': 'Zhijian Xu', 'typeEntity': 'Person'}, {'email': 'wlzhu@simm.ac.cn', 'name': 'Weiliang Zhu', 'typeEntity': 'Person'}]",,,,,,,,,,,,,,,,
